421832.0	1390888308.0	-6.178636	106.792227	243627.0
421832.0	1390868457.0	-6.244351999999999	106.783544	715993.0
421832.0	1390681440.0	-6.227451	106.797229	276777.0
421832.0	1389595676.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1388725607.0	-6.243825	106.653181	2108878.0
421832.0	1387519828.0	-6.178486	106.792216	1080023.0
421832.0	1386827124.0	-6.188555	106.734066	337024.0
421832.0	1386294435.0	1.356685	103.988471	142952.0
421832.0	1386046591.0	-6.1883050000000015	106.738095	331516.0
421832.0	1385525330.0	-6.188555	106.734066	337024.0
421832.0	1382107553.0	35.72777100000001	139.770963	325844.0
421832.0	1381799568.0	34.985495	135.758593	284272.0
421832.0	1381788175.0	35.015184999999995	135.677683	724325.0
421832.0	1381772604.0	34.733475	135.500103	337756.0
421832.0	1381770812.0	34.665582	135.50035	978544.0
421832.0	1381770609.0	34.666653000000004	135.50609	2375577.0
421832.0	1380778188.0	-6.188555	106.734066	337024.0
421832.0	1380167162.0	-6.1883050000000015	106.738095	331516.0
421832.0	1379485599.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1379303977.0	-6.188555	106.734066	337024.0
421832.0	1379132578.0	-6.178636	106.792227	243627.0
421832.0	1376726752.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1376528413.0	-6.244913	106.783247	679886.0
421832.0	1376435659.0	-6.178636	106.792227	243627.0
421832.0	1376026110.0	-6.188555	106.734066	337024.0
421832.0	1374727884.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1374725940.0	-6.188555	106.734066	337024.0
421832.0	1374195448.0	-6.178636	106.792227	243627.0
421832.0	1374114564.0	-6.188555	106.734066	337024.0
421832.0	1373689198.0	-6.178636	106.792227	243627.0
421832.0	1372726339.0	-6.215423	106.807505	552372.0
421832.0	1372048114.0	-6.1883050000000015	106.738095	331516.0
421832.0	1371403090.0	35.76394600000001	140.384631	75543.0
421832.0	1371399681.0	35.72777100000001	139.770963	325844.0
421832.0	1370734639.0	35.658522	139.701326	139050.0
421832.0	1370732740.0	35.713621	139.77651799999998	163884.0
421832.0	1370492547.0	-6.195062	106.820669	276768.0
421832.0	1369976519.0	-6.188555	106.734066	337024.0
421832.0	1369790091.0	-6.188555	106.734066	337024.0
421832.0	1369287638.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1369271590.0	-6.188555	106.734066	337024.0
421832.0	1369116615.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1369114067.0	-6.188555	106.734066	337024.0
421832.0	1368916893.0	-6.195062	106.820669	276768.0
421832.0	1368820993.0	-6.1257480000000015	106.656475	222212.0
421832.0	1368580746.0	-6.188555	106.734066	337024.0
421832.0	1368508084.0	-6.188555	106.734066	337024.0
421832.0	1368403111.0	-6.244351999999999	106.783544	715993.0
421832.0	1368309369.0	-6.136907	106.824489	336933.0
421832.0	1367900124.0	-6.227451	106.797229	276777.0
421832.0	1367375736.0	-6.188555	106.734066	337024.0
421832.0	1366951911.0	-6.188555	106.734066	337024.0
421832.0	1366863475.0	-6.188555	106.734066	337024.0
421832.0	1366694375.0	-6.188555	106.734066	337024.0
421832.0	1366597158.0	-6.178636	106.792227	243627.0
421832.0	1366410337.0	-6.195062	106.820669	276768.0
421832.0	1366073628.0	-6.188555	106.734066	337024.0
421832.0	1366062444.0	-6.1257480000000015	106.656475	222212.0
421832.0	1365636850.0	-6.188555	106.734066	337024.0
421832.0	1365135962.0	-6.177388	106.791202	702806.0
421832.0	1365051723.0	-6.1887690000000015	106.733851	1030353.0
421832.0	1365051600.0	-6.188555	106.734066	337024.0
421832.0	1364961483.0	-6.188555	106.734066	337024.0
421832.0	1364594982.0	-6.195062	106.820669	276768.0
421832.0	1364531826.0	-6.195062	106.820669	276768.0
421832.0	1363823813.0	-6.188555	106.734066	337024.0
421832.0	1363293724.0	-6.188555	106.734066	337024.0
421832.0	1363063766.0	-6.243825	106.653181	2108878.0
421832.0	1363037795.0	-6.178636	106.792227	243627.0
421832.0	1362632149.0	-6.244351999999999	106.783544	715993.0
421832.0	1362608297.0	-6.193035	106.821957	451580.0
421832.0	1362542552.0	-6.178636	106.792227	243627.0
